Item,Year,yield,rainfall,pesticides_tonnes,avg_temp
Maize,2008,5515,346,13697,17.96
Potatoes,2008,244675,346,13697,17.8
Potatoes,2008,244675,346,13697,17.96
"Rice, paddy",2008,69563,346,13697,17.8
"Rice, paddy",2008,69563,346,13697,17.96
Sorghum,2008,8683,346,13697,17.8
Sorghum,2008,8683,346,13697,17.96
Soybeans,2008,10000,346,13697,17.8
Soybeans,2008,10000,346,13697,17.96
Sweet potatoes,2008,174320,346,13697,17.8
Sweet potatoes,2008,174320,346,13697,17.96
Wheat,2008,13189,346,13697,17.8
Wheat,2008,13189,346,13697,17.96
Maize,2009,9151,346,13697,18.56
Maize,2009,9151,346,13697,18.73
Potatoes,2009,195328,346,13697,18.56
Potatoes,2009,195328,346,13697,18.73
"Rice, paddy",2009,64154,346,13697,18.56
"Rice, paddy",2009,64154,346,13697,18.73
Sorghum,2009,8878,346,13697,18.56
Sorghum,2009,8878,346,13697,18.73
Soybeans,2009,10000,346,13697,18.56
Soybeans,2009,10000,346,13697,18.73
Sweet potatoes,2009,170964,346,13697,18.56
Sweet potatoes,2009,170964,346,13697,18.73
Wheat,2009,21398,346,13697,18.56
Wheat,2009,21398,346,13697,18.73
Maize,2010,12132,346,13697,18.83
Maize,2010,12132,346,13697,18.87
Potatoes,2010,283502,346,13697,18.83
Potatoes,2010,283502,346,13697,18.87
"Rice, paddy",2010,68270,346,13697,18.83
"Rice, paddy",2010,68270,346,13697,18.87
Sorghum,2010,6632,346,13697,18.83
Sorghum,2010,6632,346,13697,18.87
Soybeans,2010,10000,346,13697,18.83
Soybeans,2010,10000,346,13697,18.87
Sweet potatoes,2010,166600,346,13697,18.83
Sweet potatoes,2010,166600,346,13697,18.87
Wheat,2010,17095,346,13697,18.83
Wheat,2010,17095,346,13697,18.87
Maize,2011,11533,346,13697,18.53
Maize,2011,11533,346,13697,18.59
Potatoes,2011,297584,346,13697,18.53
Potatoes,2011,297584,346,13697,18.59
"Rice, paddy",2011,70236,346,13697,18.53
"Rice, paddy",2011,70236,346,13697,18.59
Sorghum,2011,8011,346,13697,18.53
Sorghum,2011,8011,346,13697,18.59
Soybeans,2011,10000,346,13697,18.53
Soybeans,2011,10000,346,13697,18.59
Sweet potatoes,2011,213115,346,13697,18.53
Sweet potatoes,2011,213115,346,13697,18.59
Wheat,2011,19488,346,13697,18.53
Wheat,2011,19488,346,13697,18.59
Maize,2012,7648,346,13697,18.24
Maize,2012,7648,346,13697,18.2
Potatoes,2012,279800,346,13697,18.24
Potatoes,2012,279800,346,13697,18.2
"Rice, paddy",2012,76015,346,13697,18.24
"Rice, paddy",2012,76015,346,13697,18.2
Sorghum,2012,9475,346,13697,18.24
Sorghum,2012,9475,346,13697,18.2
Soybeans,2012,10000,346,13697,18.24
Soybeans,2012,10000,346,13697,18.2
Sweet potatoes,2012,270783,346,13697,18.24
Sweet potatoes,2012,270783,346,13697,18.2
Wheat,2012,12342,346,13697,18.24
Wheat,2012,12342,346,13697,18.2
Maize,2013,6632,346,13697,18.79
Maize,2013,6632,346,13697,18.62
Potatoes,2013,363561,346,13697,18.79
Potatoes,2013,363561,346,13697,18.62
"Rice, paddy",2013,75433,346,13697,18.79
"Rice, paddy",2013,75433,346,13697,18.62
Sorghum,2013,10637,346,13697,18.79
Sorghum,2013,10637,346,13697,18.62
Soybeans,2013,10000,346,13697,18.79
Soybeans,2013,10000,346,13697,18.62
Sweet potatoes,2013,245134,346,13697,18.79
Sweet potatoes,2013,245134,346,13697,18.62
Wheat,2013,21640,346,13697,18.79
Wheat,2013,21640,346,13697,18.62
Cassava,1990,48612,1032,102.26,21.51
Maize,1990,4480,1032,102.26,21.51
Potatoes,1990,120710,1032,102.26,21.51
"Rice, paddy",1990,8747,1032,102.26,21.51
Sorghum,1990,4329,1032,102.26,21.51
Sweet potatoes,1990,58544,1032,102.26,21.51
Wheat,1990,18001,1032,102.26,21.51
Cassava,1991,37965,1032,102.26,21.77
Maize,1991,3241,1032,102.26,21.77
Potatoes,1991,124670,1032,102.26,21.77
"Rice, paddy",1991,5290,1032,102.26,21.77
Sorghum,1991,3356,1032,102.26,21.77
Sweet potatoes,1991,65029,1032,102.26,21.77
Wheat,1991,15000,1032,102.26,21.77
Cassava,1992,33284,1032,102.26,22.6
Maize,1992,1587,1032,102.26,22.6
Potatoes,1992,125440,1032,102.26,22.6
"Rice, paddy",1992,2988,1032,102.26,22.6
Sorghum,1992,1689,1032,102.26,22.6
Sweet potatoes,1992,63415,1032,102.26,22.6
Wheat,1992,11111,1032,102.26,22.6
Cassava,1993,41681,1032,102.26,22.04
Maize,1993,6332,1032,102.26,22.04
Potatoes,1993,126210,1032,102.26,22.04
"Rice, paddy",1993,6225,1032,102.26,22.04
Sorghum,1993,4130,1032,102.26,22.04
Sweet potatoes,1993,64706,1032,102.26,22.04
Wheat,1993,11541,1032,102.26,22.04
Cassava,1994,36899,1032,102.26,21.35
Maize,1994,5207,1032,102.26,21.35
Potatoes,1994,126980,1032,102.26,21.35
"Rice, paddy",1994,8345,1032,102.26,21.35
Sorghum,1994,4423,1032,102.26,21.35
Sweet potatoes,1994,68966,1032,102.26,21.35
Wheat,1994,11379,1032,102.26,21.35
Cassava,1995,42395,1032,72.19,21.89
Maize,1995,6794,1032,72.19,21.89
Potatoes,1995,127749,1032,72.19,21.89
"Rice, paddy",1995,8717,1032,72.19,21.89
Sorghum,1995,5648,1032,72.19,21.89
Sweet potatoes,1995,64706,1032,72.19,21.89
Wheat,1995,11314,1032,72.19,21.89
Cassava,1996,47674,1032,65.85,21.53
Maize,1996,9395,1032,65.85,21.53
Potatoes,1996,126820,1032,65.85,21.53
"Rice, paddy",1996,9653,1032,65.85,21.53
Sorghum,1996,5698,1032,65.85,21.53
Sweet potatoes,1996,67442,1032,65.85,21.53
Wheat,1996,11268,1032,65.85,21.53
Cassava,1997,53820,1032,60.63,21.54
Maize,1997,9033,1032,60.63,21.54
Potatoes,1997,123891,1032,60.63,21.54
"Rice, paddy",1997,10904,1032,60.63,21.54
Sorghum,1997,5802,1032,60.63,21.54
Sweet potatoes,1997,67816,1032,60.63,21.54
Wheat,1997,11241,1032,60.63,21.54
Cassava,1998,55557,1032,51.98,22.22
Maize,1998,9006,1032,51.98,22.22
Potatoes,1998,122951,1032,51.98,22.22
"Rice, paddy",1998,10552,1032,51.98,22.22
Sorghum,1998,6625,1032,51.98,22.22
Sweet potatoes,1998,68182,1032,51.98,22.22
Wheat,1998,11255,1032,51.98,22.22
Cassava,1999,57964,1032,43.34,22.19
Maize,1999,11596,1032,43.34,22.19
Potatoes,1999,125402,1032,43.34,22.19
"Rice, paddy",1999,10000,1032,43.34,22.19
Sorghum,1999,5869,1032,43.34,22.19
Sweet potatoes,1999,72727,1032,43.34,22.19
Wheat,1999,11297,1032,43.34,22.19
Cassava,2000,57911,1032,34.69,21.51
Maize,2000,9399,1032,34.69,21.51
Potatoes,2000,126562,1032,34.69,21.51
"Rice, paddy",2000,9816,1032,34.69,21.51
Sorghum,2000,5798,1032,34.69,21.51
Sweet potatoes,2000,71667,1032,34.69,21.51
Wheat,2000,10000,1032,34.69,21.51
Cassava,2001,71627,1032,26.05,21.94
Maize,2001,9580,1032,26.05,21.94
Potatoes,2001,127711,1032,26.05,21.94
"Rice, paddy",2001,9582,1032,26.05,21.94
Sorghum,2001,5738,1032,26.05,21.94
Sweet potatoes,2001,69231,1032,26.05,21.94
Wheat,2001,10000,1032,26.05,21.94
Cassava,2002,48556,1032,17.4,21.96
Maize,2002,7065,1032,17.4,21.96
Potatoes,2002,128843,1032,17.4,21.96
"Rice, paddy",2002,2789,1032,17.4,21.96
Sorghum,2002,3954,1032,17.4,21.96
Sweet potatoes,2002,47289,1032,17.4,21.96
Wheat,2002,10385,1032,17.4,21.96
Cassava,2004,60017,1032,572.99,21.89
Maize,2004,8085,1032,572.99,21.89
Potatoes,2004,129868,1032,572.99,21.89
"Rice, paddy",2004,9604,1032,572.99,21.89
Sorghum,2004,5663,1032,572.99,21.89
Sweet potatoes,2004,72000,1032,572.99,21.89
Wheat,2004,10870,1032,572.99,21.89
Cassava,2005,43155,1032,770.88,22.27
Maize,2005,4950,1032,770.88,22.27
Potatoes,2005,131341,1032,770.88,22.27
"Rice, paddy",2005,2034,1032,770.88,22.27
Sorghum,2005,2980,1032,770.88,22.27
Sweet potatoes,2005,71869,1032,770.88,22.27
Wheat,2005,11071,1032,770.88,22.27
Cassava,2006,63907,1032,891.54,21.68
Maize,2006,8387,1032,891.54,21.68
Potatoes,2006,132353,1032,891.54,21.68
"Rice, paddy",2006,2729,1032,891.54,21.68
Sorghum,2006,4961,1032,891.54,21.68
Sweet potatoes,2006,84629,1032,891.54,21.68
Wheat,2006,12353,1032,891.54,21.68
Cassava,2007,49902,1032,547.31,21.91
Maize,2007,6813,1032,547.31,21.91
Potatoes,2007,133333,1032,547.31,21.91
"Rice, paddy",2007,2845,1032,547.31,21.91
Sorghum,2007,4314,1032,547.31,21.91
Sweet potatoes,2007,98901,1032,547.31,21.91
Wheat,2007,11765,1032,547.31,21.91
Cassava,2008,40254,1032,890.47,21.76
Maize,2008,6177,1032,890.47,21.76
Potatoes,2008,140000,1032,890.47,21.76
"Rice, paddy",2008,2836,1032,890.47,21.76
Sorghum,2008,3291,1032,890.47,21.76
Sweet potatoes,2008,86946,1032,890.47,21.76
Wheat,2008,12500,1032,890.47,21.76
Cassava,2009,45215,1032,914.92,21.7
Maize,2009,10000,1032,914.92,21.7
Potatoes,2009,145000,1032,914.92,21.7
"Rice, paddy",2009,9835,1032,914.92,21.7
Sorghum,2009,6224,1032,914.92,21.7
Sweet potatoes,2009,104287,1032,914.92,21.7
Wheat,2009,12500,1032,914.92,21.7
Cassava,2010,77638,1032,1187.1,22.1
Maize,2010,12024,1032,1187.1,22.1
Potatoes,2010,142467,1032,1187.1,22.1
"Rice, paddy",2010,11365,1032,1187.1,22.1
Sorghum,2010,6089,1032,1187.1,22.1
Sweet potatoes,2010,111841,1032,1187.1,22.1
Wheat,2010,13367,1032,1187.1,22.1
Cassava,2011,78029,1032,766.93,21.69
Maize,2011,12020,1032,766.93,21.69
Potatoes,2011,142473,1032,766.93,21.69
"Rice, paddy",2011,11366,1032,766.93,21.69
Sorghum,2011,6412,1032,766.93,21.69
Sweet potatoes,2011,118660,1032,766.93,21.69
Wheat,2011,17042,1032,766.93,21.69
Cassava,2012,107501,1032,766.93,21.92
Maize,2012,14980,1032,766.93,21.92
Potatoes,2012,143961,1032,766.93,21.92
"Rice, paddy",2012,5589,1032,766.93,21.92
Sorghum,2012,4532,1032,766.93,21.92
Sweet potatoes,2012,164573,1032,766.93,21.92
Wheat,2012,9958,1032,766.93,21.92
Cassava,2013,46115,1032,766.93,21.37
Maize,2013,6814,1032,766.93,21.37
Potatoes,2013,135526,1032,766.93,21.37
"Rice, paddy",2013,2824,1032,766.93,21.37
Sorghum,2013,3572,1032,766.93,21.37
Sweet potatoes,2013,209796,1032,766.93,21.37
Wheat,2013,10951,1032,766.93,21.37
Maize,1990,14871,285,42,20.4
Sorghum,1990,2052,285,42,20.4
Wheat,1990,44250,285,42,20.4
Maize,1991,11950,285,39,19.92
Sorghum,1991,3441,285,39,19.92
Wheat,1991,59000,285,39,19.92
Maize,1992,5953,285,48,20.36
Sorghum,1992,973,285,48,20.36
Wheat,1992,51933,285,48,20.36
Maize,1993,7764,285,56,20.43
Sorghum,1993,2333,285,56,20.43
Wheat,1993,43846,285,56,20.43
Maize,1994,11549,285,56,20.14
Sorghum,1994,2062,285,56,20.14
Wheat,1994,52500,285,56,20.14
Maize,1995,8768,285,56,20.76
Sorghum,1995,2933,285,56,20.76
Wheat,1995,55172,285,56,20.76
Maize,1996,6835,285,56,19.79
Sorghum,1996,2174,285,56,19.79
Wheat,1996,43846,285,56,19.79
Maize,1997,15727,285,56,19.97
Sorghum,1997,3740,285,56,19.97
Wheat,1997,46361,285,56,19.97
Maize,1998,6608,285,56,20.83
Sorghum,1998,1242,285,56,20.83
Wheat,1998,49336,285,56,20.83
Maize,1999,5276,285,56,20.62
Sorghum,1999,2074,285,56,20.62
Wheat,1999,36440,285,56,20.62
Maize,2000,7170,285,56,20.26
Potatoes,2000,125000,285,56,20.26
Sorghum,2000,4091,285,56,20.26
Wheat,2000,50847,285,56,20.26
Maize,2001,13254,285,56,20.37
Potatoes,2001,129032,285,56,20.37
Sorghum,2001,3821,285,56,20.37
Wheat,2001,60464,285,56,20.37
Maize,2002,13238,285,56,20.76
Potatoes,2002,130435,285,56,20.76
Sorghum,2002,1891,285,56,20.76
Wheat,2002,63724,285,56,20.76
Maize,2004,11301,285,56,21.01
Potatoes,2004,110579,285,56,21.01
Sorghum,2004,3249,285,56,21.01
Wheat,2004,41622,285,56,21.01
Maize,2005,22606,285,56,20.46
Potatoes,2005,113065,285,56,20.46
Sorghum,2005,2400,285,56,20.46
Wheat,2005,45255,285,56,20.46
Maize,2006,21053,285,56,19.42
Potatoes,2006,69796,285,56,19.42
Sorghum,2006,2911,285,56,19.42
Wheat,2006,59308,285,56,19.42
Maize,2007,20296,285,56,20.49
Potatoes,2007,127855,285,56,20.49
Sorghum,2007,2399,285,56,20.49
Wheat,2007,51342,285,56,20.49
Maize,2008,20980,285,56,20.18
Potatoes,2008,131969,285,56,20.18
Sorghum,2008,4018,285,56,20.18
Wheat,2008,61420,285,56,20.18
Maize,2009,21130,285,56,20.02
Potatoes,2009,130495,285,56,20.02
Sorghum,2009,2382,285,56,20.02
Wheat,2009,67214,285,56,20.02
Maize,2010,19882,285,56,20.62
Potatoes,2010,121175,285,56,20.62
Sorghum,2010,2901,285,56,20.62
Wheat,2010,61022,285,56,20.62
Maize,2011,19297,285,56,19.26
Potatoes,2011,119667,285,56,19.26
Sorghum,2011,2931,285,56,19.26
Wheat,2011,61267,285,56,19.26
Maize,2012,18999,285,56,20.11
Potatoes,2012,120805,285,56,20.11
Sorghum,2012,2862,285,56,20.11
Wheat,2012,61692,285,56,20.11
Maize,2013,18683,285,56,20.73
Potatoes,2013,120727,285,56,20.73
Sorghum,2013,2860,285,56,20.73
Wheat,2013,62084,285,56,20.73
Maize,1990,16246,1500,60.11,15.11
Potatoes,1990,80601,1500,60.11,15.11
"Rice, paddy",1990,24067,1500,60.11,15.11
Soybeans,1990,6215,1500,60.11,15.11
Wheat,1990,14149,1500,60.11,15.11
Maize,1991,15976,1500,60.11,14.94
Potatoes,1991,87569,1500,60.11,14.94
"Rice, paddy",1991,22826,1500,60.11,14.94
Soybeans,1991,5964,1500,60.11,14.94
Wheat,1991,14103,1500,60.11,14.94
Maize,1992,16647,1500,60.11,14.95
Potatoes,1992,85916,1500,60.11,14.95
"Rice, paddy",1992,20481,1500,60.11,14.95
Soybeans,1992,5805,1500,60.11,14.95
Wheat,1992,13338,1500,60.11,14.95
Maize,1993,15984,1500,60.11,15.16
Potatoes,1993,84268,1500,60.11,15.16
"Rice, paddy",1993,24100,1500,60.11,15.16
Soybeans,1993,5811,1500,60.11,15.16
Wheat,1993,12460,1500,60.11,15.16
Maize,1994,16502,1500,60.11,15.3
Potatoes,1994,87539,1500,60.11,15.3
"Rice, paddy",1994,21237,1500,60.11,15.3
Soybeans,1994,5855,1500,60.11,15.3
Wheat,1994,14704,1500,60.11,15.3
Maize,1995,16447,1500,60.11,15.3
Potatoes,1995,85926,1500,60.11,15.3
"Rice, paddy",1995,23910,1500,60.11,15.3
Soybeans,1995,6540,1500,60.11,15.3
Wheat,1995,14416,1500,60.11,15.3
Maize,1996,16770,1500,70.43,15.37
Potatoes,1996,84750,1500,70.43,15.37
"Rice, paddy",1996,24554,1500,70.43,15.37
Soybeans,1996,6601,1500,70.43,15.37
Wheat,1996,15500,1500,70.43,15.37
Maize,1997,16585,1500,80.75,14.5
Potatoes,1997,89820,1500,80.75,14.5
"Rice, paddy",1997,24170,1500,80.75,14.5
Soybeans,1997,6873,1500,80.75,14.5
Wheat,1997,16072,1500,80.75,14.5
Maize,1998,17112,1500,91.07,15.49
Potatoes,1998,84664,1500,91.07,15.49
"Rice, paddy",1998,24434,1500,91.07,15.49
Soybeans,1998,7311,1500,91.07,15.49
Wheat,1998,15463,1500,91.07,15.49
Maize,1999,16776,1500,101.39,15.78
Potatoes,1999,92599,1500,101.39,15.78
"Rice, paddy",1999,24722,1500,101.39,15.78
Soybeans,1999,7732,1500,101.39,15.78
Wheat,1999,16955,1500,101.39,15.78
Maize,2000,17275,1500,111.72,15.13
Potatoes,2000,96436,1500,111.72,15.13
"Rice, paddy",2000,27028,1500,111.72,15.13
Soybeans,2000,8492,1500,111.72,15.13
Wheat,2000,17931,1500,111.72,15.13
Maize,2001,18000,1500,122.04,15.41
Potatoes,2001,101824,1500,122.04,15.41
"Rice, paddy",2001,27454,1500,122.04,15.41
Soybeans,2001,8430,1500,122.04,15.41
Wheat,2001,18063,1500,122.04,15.41
Maize,2002,18291,1500,132.36,15.44
Potatoes,2002,109018,1500,132.36,15.44
"Rice, paddy",2002,26754,1500,132.36,15.44
Soybeans,2002,8595,1500,132.36,15.44
Wheat,2002,18859,1500,132.36,15.44
Maize,2004,19059,1500,153,15.36
Potatoes,2004,114898,1500,153,15.36
"Rice, paddy",2004,28573,1500,153,15.36
Soybeans,2004,8772,1500,153,15.36
Wheat,2004,20873,1500,153,15.36
Maize,2005,20191,1500,127.99,15.53
Potatoes,2005,118458,1500,127.99,15.53
"Rice, paddy",2005,27825,1500,127.99,15.53
Soybeans,2005,8786,1500,127.99,15.53
Wheat,2005,21344,1500,127.99,15.53
Maize,2006,20382,1500,128.73,15.92
Potatoes,2006,130896,1500,128.73,15.92
"Rice, paddy",2006,27166,1500,128.73,15.92
Soybeans,2006,8909,1500,128.73,15.92
Wheat,2006,20745,1500,128.73,15.92
Maize,2007,20909,1500,344.06,15.54
Potatoes,2007,126568,1500,344.06,15.54
"Rice, paddy",2007,25570,1500,344.06,15.54
Soybeans,2007,9029,1500,344.06,15.54
Wheat,2007,21563,1500,344.06,15.54
Maize,2008,21590,1500,353.43,15.27
Potatoes,2008,131100,1500,353.43,15.27
"Rice, paddy",2008,27750,1500,353.43,15.27
Soybeans,2008,9048,1500,353.43,15.27
Wheat,2008,22252,1500,353.43,15.27
Maize,2009,22054,1500,209.52,15.91
Potatoes,2009,133263,1500,209.52,15.91
"Rice, paddy",2009,29074,1500,209.52,15.91
Soybeans,2009,9139,1500,209.52,15.91
Wheat,2009,19338,1500,209.52,15.91
Maize,2010,21186,1500,332.01,15.96
Potatoes,2010,135841,1500,332.01,15.96
"Rice, paddy",2010,27164,1500,332.01,15.96
Soybeans,2010,9206,1500,332.01,15.96
Wheat,2010,21289,1500,332.01,15.96
Maize,2011,22814,1500,342.92,15.12
Potatoes,2011,137352,1500,342.92,15.12
"Rice, paddy",2011,29805,1500,342.92,15.12
Soybeans,2011,9659,1500,342.92,15.12
Wheat,2011,22747,1500,342.92,15.12
Maize,2012,25011,1500,410.32,15.2
Potatoes,2012,135837,1500,410.32,15.2
"Rice, paddy",2012,33120,1500,410.32,15.2
Soybeans,2012,9654,1500,410.32,15.2
Wheat,2012,24123,1500,410.32,15.2
Maize,2013,23528,1500,454.53,15.79
Potatoes,2013,136408,1500,454.53,15.79
"Rice, paddy",2013,31709,1500,454.53,15.79
Soybeans,2013,11719,1500,454.53,15.79
Wheat,2013,22902,1500,454.53,15.79
Maize,1990,90909,778,9729,10.63
Potatoes,1990,401380,778,9729,10.63
Wheat,1990,76528,778,9729,10.63
Maize,1991,80357,778,9338,9.32
Potatoes,1991,386711,778,9338,9.32
Wheat,1991,76608,778,9338,9.32
Maize,1992,80256,778,9030,10.39
Potatoes,1992,408173,778,9030,10.39
Wheat,1992,80154,778,9030,10.39
Maize,1993,90962,778,10505,9.47
Potatoes,1993,437663,778,10505,9.47
Wheat,1993,87712,778,10505,9.47
Maize,1994,74865,778,8646,10.45
Potatoes,1994,414503,778,8646,10.45
Wheat,1994,80674,778,8646,10.45
Maize,1995,70444,778,12601,10.25
Potatoes,1995,410056,778,12601,10.25
Wheat,1995,86189,778,12601,10.25
Maize,1996,80000,778,8923,8.32
Potatoes,1996,436811,778,8923,8.32
Wheat,1996,89612,778,8923,8.32
Maize,1997,50394,778,10568,10.03
Potatoes,1997,443191,778,10568,10.03
Wheat,1997,77309,778,10568,10.03
Maize,1998,110000,778,11762,10.18
Potatoes,1998,414881,778,11762,10.18
Wheat,1998,76956,778,11762,10.18
Maize,1999,70188,778,11152,10.74
Potatoes,1999,462833,778,11152,10.74
Wheat,1999,83311,778,11152,10.74
Maize,2000,110000,778,11382.84,10.75
Potatoes,2000,456548,778,11382.84,10.75
Wheat,2000,83592,778,11382.84,10.75
Maize,2001,88971,778,9424.73,10.24
Potatoes,2001,434106,778,9424.73,10.24
Wheat,2001,79447,778,9424.73,10.24
Maize,2002,97046,778,9700.44,10.64
Potatoes,2002,445686,778,9700.44,10.64
Wheat,2002,78145,778,9700.44,10.64
Maize,2004,84821,778,10655.4,10.27
Potatoes,2004,456832,778,10655.4,10.27
Wheat,2004,89149,778,10655.4,10.27
Maize,2005,88201,778,10703.85,10.48
Potatoes,2005,434423,778,10703.85,10.48
Wheat,2005,85932,778,10703.85,10.48
Maize,2006,91529,778,10461.35,10.97
Potatoes,2006,400488,778,10461.35,10.97
Wheat,2006,83940,778,10461.35,10.97
Maize,2007,119482,778,12073.15,11.04
Potatoes,2007,437884,778,12073.15,11.04
Wheat,2007,72714,778,12073.15,11.04
Maize,2008,114163,778,10777.08,10.42
Potatoes,2008,455741,778,10777.08,10.42
Wheat,2008,87295,778,10777.08,10.42
Maize,2009,129954,778,9857.2,10.33
Potatoes,2009,463376,778,9857.2,10.33
Wheat,2009,92919,778,9857.2,10.33
Maize,2010,117673,778,9586.03,8.84
Potatoes,2010,435980,778,9586.03,8.84
Wheat,2010,89092,778,9586.03,8.84
Maize,2011,123355,778,10953.91,10.73
Potatoes,2011,460550,778,10953.91,10.73
Wheat,2011,77812,778,10953.91,10.73
Maize,2012,123420,778,11348.39,10.08
Potatoes,2012,451734,778,11348.39,10.08
Wheat,2012,85870,778,11348.39,10.08
Maize,2013,119446,778,10720.17,9.54
Potatoes,2013,422075,778,10720.17,9.54
Wheat,2013,87412,778,10720.17,9.54
Maize,1990,92077,1732,3490,13.64
Potatoes,1990,325000,1732,3490,13.64
Sweet potatoes,1990,159383,1732,3490,13.64
Wheat,1990,48842,1732,3490,13.64
Maize,1991,96287,1732,3490,12.82
Potatoes,1991,346667,1732,3490,12.82
Sweet potatoes,1991,152381,1732,3490,12.82
Wheat,1991,48149,1732,3490,12.82
Maize,1992,91196,1732,3490,12.14
Potatoes,1992,327179,1732,3490,12.14
Sweet potatoes,1992,237745,1732,3490,12.14
Wheat,1992,50543,1732,3490,12.14
Maize,1993,83560,1732,3489,12.35
Potatoes,1993,451015,1732,3489,12.35
Sweet potatoes,1993,249415,1732,3489,12.35
Wheat,1993,53698,1732,3489,12.35
Maize,1994,97360,1732,3515,12.89
Potatoes,1994,438786,1732,3515,12.89
Sweet potatoes,1994,247137,1732,3515,12.89
Wheat,1994,54145,1732,3515,12.89
Maize,1995,97423,1732,3904,13.15
Potatoes,1995,450321,1732,3904,13.15
Sweet potatoes,1995,252381,1732,3904,13.15
Wheat,1995,46823,1732,3904,13.15
Maize,1996,112996,1732,3499,13.07
Potatoes,1996,450207,1732,3499,13.07
Sweet potatoes,1996,250228,1732,3499,13.07
Wheat,1996,54738,1732,3499,13.07
Maize,1997,99487,1732,3249,12.77
Potatoes,1997,445545,1732,3249,12.77
Sweet potatoes,1997,200000,1732,3249,12.77
Wheat,1997,56607,1732,3249,12.77
Maize,1998,100571,1732,3055.16,13.97
Potatoes,1998,352113,1732,3055.16,13.97
Sweet potatoes,1998,128431,1732,3055.16,13.97
Wheat,1998,62160,1732,3055.16,13.97
Maize,1999,101306,1732,2535.3,13.87
Potatoes,1999,416667,1732,2535.3,13.87
Sweet potatoes,1999,170000,1732,2535.3,13.87
Wheat,1999,60610,1732,2535.3,13.87
Maize,2000,102260,1732,3634.3,13.4
Potatoes,2000,423155,1732,3634.3,13.4
Sweet potatoes,2000,144509,1732,3634.3,13.4
Wheat,2000,62095,1732,3634.3,13.4
Maize,2001,104000,1732,3333.2,13.58
Potatoes,2001,445871,1732,3333.2,13.58
Sweet potatoes,2001,145719,1732,3333.2,13.58
Wheat,2001,74286,1732,3333.2,13.58
Maize,2002,76544,1732,4170,13.28
Potatoes,2002,451182,1732,4170,13.28
Sweet potatoes,2002,162437,1732,4170,13.28
Wheat,2002,71467,1732,4170,13.28
Maize,2004,115496,1732,4050,12.76
Potatoes,2004,451264,1732,4050,12.76
Sweet potatoes,2004,166667,1732,4050,12.76
Wheat,2004,65501,1732,4050,12.76
Maize,2005,109308,1732,4058,13.63
Potatoes,2005,460829,1732,4058,13.63
Sweet potatoes,2005,119699,1732,4058,13.63
Wheat,2005,80920,1732,4058,13.63
Maize,2006,109544,1732,4388,13.04
Potatoes,2006,427584,1732,4388,13.04
Sweet potatoes,2006,120000,1732,4388,13.04
Wheat,2006,68963,1732,4388,13.04
Maize,2007,109000,1732,4939,13.44
Potatoes,2007,477612,1732,4939,13.44
Sweet potatoes,2007,120253,1732,4939,13.44
Wheat,2007,84966,1732,4939,13.44
Maize,2008,112326,1732,5857,13.55
Potatoes,2008,459091,1732,5857,13.55
Sweet potatoes,2008,120000,1732,5857,13.55
Wheat,2008,81120,1732,5857,13.55
Maize,2009,110327,1732,5086,12.84
Potatoes,2009,478154,1732,5086,12.84
Sweet potatoes,2009,119691,1732,5086,12.84
Wheat,2009,74918,1732,5086,12.84
Maize,2010,107597,1732,5086,13.54
Potatoes,2010,495751,1732,5086,13.54
Sweet potatoes,2010,117803,1732,5086,13.54
Wheat,2010,81241,1732,5086,13.54
Maize,2011,113842,1732,5086,13.46
Potatoes,2011,490361,1732,5086,13.46
Sweet potatoes,2011,117785,1732,5086,13.46
Wheat,2011,72858,1732,5086,13.46
Maize,2012,108647,1732,5086,12.89
Potatoes,2012,484810,1732,5086,12.89
Sweet potatoes,2012,116046,1732,5086,12.89
Wheat,2012,89245,1732,5086,12.89
Maize,2013,108209,1732,5086,13.57
Potatoes,2013,482926,1732,5086,13.57
Sweet potatoes,2013,113617,1732,5086,13.57
Wheat,2013,91053,1732,5086,13.57
Cassava,1990,110417,2280,575,27.03
Maize,1990,12825,2280,575,27.03
Plantains and others,1990,100000,2280,575,27.03
Potatoes,1990,143750,2280,575,27.03
"Rice, paddy",1990,26326,2280,575,27.03
Sorghum,1990,16210,2280,575,27.03
Soybeans,1990,16429,2280,575,27.03
Cassava,1991,110638,2280,575,27.04
Maize,1991,10228,2280,575,27.04
Plantains and others,1991,100000,2280,575,27.04
Potatoes,1991,141176,2280,575,27.04
"Rice, paddy",1991,32527,2280,575,27.04
Sorghum,1991,14726,2280,575,27.04
Soybeans,1991,14915,2280,575,27.04
Yams,1991,132736,2280,575,27.04
Cassava,1992,110870,2280,575,27.16
Maize,1992,13129,2280,575,27.16
Plantains and others,1992,100000,2280,575,27.16
Potatoes,1992,138889,2280,575,27.16
"Rice, paddy",1992,29255,2280,575,27.16
Sorghum,1992,18239,2280,575,27.16
Soybeans,1992,16476,2280,575,27.16
Yams,1992,132748,2280,575,27.16
Cassava,1993,115556,2280,977,27.05
Maize,1993,13037,2280,977,27.05
Plantains and others,1993,100000,2280,977,27.05
Potatoes,1993,150000,2280,977,27.05
"Rice, paddy",1993,35450,2280,977,27.05
Sorghum,1993,18926,2280,977,27.05
Soybeans,1993,16949,2280,977,27.05
Yams,1993,132759,2280,977,27.05
Cassava,1994,112088,2280,799,27.26
Maize,1994,12367,2280,799,27.26
Plantains and others,1994,100000,2280,799,27.26
